ampl.tab 1 2
BUS	lat_bus	lon_bus
36491	-87.8	41.63
36492	-87.9821	42.09498
36493	-87.9821	42.09498
36494	-88.30055	42.16426
36495	-88.30055	42.16426
36496	-88.30055	42.16426
36497	-88.30055	42.16426
36498	-87.8	41.63
36499	-87.8	41.63
36500	-87.8	41.63
36501	-87.8	41.63
36507	-87.8	41.63
36508	-88.24983	42.20897
36509	-88.24983	42.20897
36510	-88.12931	42.15186
36511	-88.12931	42.15186
36512	-88.20543	41.97903
36513	-88.20543	41.97903
36514	-88.20543	41.97903
36515	-88.20543	41.97903
36518	-87.7981	41.7698
36519	-87.7981	41.7698
36520	-87.7981	41.7698
36521	-87.7981	41.7698
36522	-88.04791	41.58946
36523	-88.04791	41.58946
36524	-88.04791	41.58946
36525	-88.04791	41.58946
36526	-89.06325	42.27032
36527	-89.06325	42.27032
36528	-89.06325	42.27032
36529	-89.06325	42.27032
36530	-87.87638	41.88293
36531	-87.87638	41.88293
36532	-88.84842	42.25261
36533	-88.84842	42.25261
36536	-87.91236	41.88848
36537	-87.91236	41.88848
36540	-87.65348	41.70308
36541	-87.65348	41.70308
36542	-87.65348	41.70308
36543	-87.65348	41.70308
36544	-88.2	41.35
36546	-88.2	41.35
36548	-88.2	41.35
36552	-89.06551	42.17465
36553	-89.06551	42.17465
36554	-89.06551	42.17465
36555	-89.06551	42.17465
36556	-87.63761	41.50993
36557	-87.63761	41.50993
36558	-87.68147	41.65843
36559	-87.68147	41.65843
36560	-88.07723	41.70043
36561	-88.07723	41.70043
36562	-87.88042	41.16326
36563	-87.68147	41.65843
36564	-87.80594	41.73878
36565	-87.80594	41.73878
36566	-88.1225	41.52675
36567	-88.1225	41.52675
36568	-87.9634	42.16633
36569	-87.9634	42.16633
36570	-87.54122	41.63824
36571	-87.54122	41.63824
36572	-87.92066	41.75093
36573	-87.92066	41.75093
36574	-87.92066	41.75093
36575	-87.92066	41.75093
36576	-87.93762	42.06543
36577	-87.93762	42.06543
36578	-88.0543	41.8311
36579	-88.0543	41.8311
36580	-87.8	41.63
36581	-87.8	41.63
36582	-87.54959	41.61179
36583	-87.54959	41.61179
36584	-87.94	42.14
36585	-87.94	42.14
36588	-88.28	41.59
36589	-88.28	41.59
36590	-88.28	41.59
36591	-88.28	41.59
36592	-88.28	41.59
36593	-88.28	41.59
36594	-89.06325	42.27032
36595	-89.06325	42.27032
36596	-87.72	41.86
36597	-87.72	41.86
36598	-89.06462	42.21111611
36599	-89.06462	42.21111611
36600	-87.63761	41.50993
36601	-87.63761	41.50993
36602	-87.63761	41.50993
36603	-87.63761	41.50993
36604	-88.00869	41.9306
36605	-88.00869	41.9306
36606	-89.14	42.12
36608	-89.14	42.12
36609	-89.14	42.12
36612	-87.8	41.63
36613	-87.8	41.63
36614	-87.8	41.63
36615	-87.8	41.63
36616	-87.8	41.63
36617	-87.8	41.63
36618	-87.8	41.63
36619	-87.8	41.63
36620	-87.65594	41.91438
36621	-87.65594	41.91438
36624	-87.65594	41.91438
36625	-87.65594	41.91438
36626	-87.69048	41.87479
36627	-87.69048	41.87479
36628	-87.7253	41.56318
36629	-87.7253	41.56318
36630	-87.7253	41.56318
36631	-87.7253	41.56318
36632	-87.72277778	41.82944444
36633	-87.72277778	41.82944444
36634	-87.72277778	41.82944444
36635	-87.72277778	41.82944444
36636	-87.72277778	41.82944444
36637	-87.72277778	41.82944444
36640	-87.72277778	41.82944444
36641	-87.72277778	41.82944444
36642	-87.72277778	41.82944444
36643	-87.72277778	41.82944444
36644	-87.74034	41.64528
36645	-87.74034	41.64528
36648	-87.64624	41.90322
36649	-87.64624	41.90322
36652	-88.33062	42.23187
36653	-88.33062	42.23187
36654	-87.65594	41.91438
36655	-87.65594	41.91438
36656	-87.67678	41.75008
36657	-87.67678	41.75008
36658	-87.86124	41.11548
36659	-87.86124	41.11548
36660	-87.86124	41.11548
36661	-87.86124	41.11548
36666	-87.84997	42.16563
36667	-87.84997	42.16563
36668	-87.84997	42.16563
36669	-87.84997	42.16563
36670	-87.86124	41.11548
36671	-87.83598	42.08333333
36673	-87.83598	42.08333333
36675	-87.83598	42.08333333
36676	-87.83598	42.08333333
36678	-87.83598	42.08333333
36679	-87.83598	42.08333333
36681	-87.73889	41.99722
36682	-87.73889	41.99722
36683	-87.73889	41.99722
36684	-87.73889	41.99722
36686	-89.47888	41.84953
36688	-89.47888	41.84953
36689	-89.47888	41.84953
36690	-87.67544	41.92995
36691	-87.67544	41.92995
36692	-88.01746	41.79723
36693	-88.01746	41.79723
36694	-88.42773	41.36868
36695	-88.42773	41.36868
36697	-88.24825	41.798
36698	-88.12931	42.15186
36699	-88.12931	42.15186
36702	-87.83598	41.49702
36703	-87.83598	41.49702
36708	-88.24825	41.798
36709	-88.24825	41.798
36710	-87.8	41.63
36711	-87.8	41.63
36712	-89.63481	42.29017
36713	-89.63481	42.29017
36714	-89.63481	42.29017
36715	-89.63481	42.29017
36716	-88.28803	42.03959
36717	-88.28803	42.03959
36718	-87.94369	41.89798
36719	-87.94369	41.89798
36720	-87.94369	41.89798
36721	-87.94369	41.89798
36724	-87.81656	41.92248
36725	-87.81656	41.92248
36726	-87.69461	42.04638
36727	-87.69461	42.04638
36728	-87.70116	41.72113
36729	-87.70116	41.72113
36731	-88.33045	41.80385
36736	-87.63	41.8525
36737	-87.63	41.8525
36740	-87.63	41.8525
36741	-87.63	41.8525
36742	-87.736692	41.762014
36743	-87.736692	41.762014
36744	-87.736692	41.762014
36745	-87.736692	41.762014
36746	-87.8	41.63
36747	-87.8	41.63
36748	-87.8	41.63
36749	-87.8	41.63
36753	-89.092261	42.264554
36754	-87.83598	41.49702
36755	-87.83598	41.49702
36756	-87.81491	41.86908
36757	-87.81491	41.86908
36758	-87.81491	41.86908
36759	-87.81491	41.86908
36765	-89.63481	42.29017
36766	-88.2511	41.7386
36767	-88.2511	41.7386
36768	-87.78528	41.92282
36769	-87.78528	41.92282
36770	-87.78528	41.92282
36771	-87.78528	41.92282
36773	-89.14	42.12
36774	-88.36728	42.10168
36775	-88.36728	42.10168
36776	-88.06267	41.86658
36777	-88.06267	41.86658
36778	-88.08656	41.94893
36779	-88.08656	41.94893
36780	-88.08656	41.94893
36781	-88.08656	41.94893
36782	-87.61706	41.5461
36783	-87.61706	41.5461
36784	-88.752	41.93066
36786	-88.752	41.93066
36788	-87.78659	42.05883
36789	-87.78659	42.05883
36790	-88.1225	41.52675
36791	-88.1225	41.52675
36792	-88.42773	41.36868
36793	-88.42773	41.36868
36794	-88.00869	41.9306
36795	-88.00869	41.9306
36806	-87.94	42.14
36807	-87.94	42.14
36808	-87.94	42.14
36809	-87.94	42.14
36812	-87.93605	42.37711
36813	-87.93605	42.37711
36814	-88.14486	41.9846
36815	-88.14486	41.9846
36816	-87.75342	41.91682
36817	-87.75342	41.91682
36818	-87.75342	41.91682
36819	-87.75342	41.91682
36820	-87.54558	41.72545
36822	-87.54558	41.72545
36823	-87.54558	41.72545
36824	-89.01008	42.33587
36825	-89.01008	42.33587
36828	-87.65194	41.60728
36829	-87.65194	41.60728
36830	-87.65194	41.60728
36831	-87.65194	41.60728
36832	-87.7143	41.75646
36833	-87.7143	41.75646
36834	-87.7143	41.75646
36835	-87.7143	41.75646
36836	-87.54951	41.66285
36838	-87.54951	41.66285
36839	-89.3197	41.25601
36840	-87.80696	41.97884
36842	-87.80972	42.18273
36843	-87.80972	42.18273
36844	-88.10512	41.5663
36845	-88.10512	41.5663
36846	-88.10512	41.5663
36847	-88.10512	41.5663
36848	-88.13838	42.06458
36849	-88.13838	42.06458
36856	-87.68715	41.90113
36857	-87.68715	41.90113
36858	-88.4243	42.16812
36859	-88.4243	42.16812
36860	-87.63548	41.88574
36861	-87.63548	41.88574
36862	-87.63548	41.88574
36863	-87.63548	41.88574
36864	-88.01856	41.97673
36865	-88.01856	41.97673
36866	-87.64223	41.87136
36867	-87.64223	41.87136
36870	-87.94	42.14
36871	-87.94	42.14
36872	-87.94	42.14
36873	-87.94	42.14
36874	-88.2	41.35
36875	-88.42773	41.36868
36877	-88.28	41.59
36878	-88.1225	41.52675
36879	-88.1225	41.52675
36880	-88.11527778	41.49305556
36881	-88.11527778	41.49305556
36882	-87.86124	41.11548
36883	-87.86124	41.11548
36884	-87.86124	41.11548
36885	-87.86124	41.11548
36886	-89.14	42.12
36887	-89.14	42.12
36888	-89.14	42.12
36889	-89.14	42.12
36891	-89.92568	41.24118
36892	-87.87345	41.80788
36893	-87.87345	41.80788
36906	-88.0881	42.19232
36907	-88.0881	42.19232
36908	-87.86807	42.37092
36909	-87.86807	42.37092
36917	-89.6633333	42.336932
36918	-87.99267	42.00578
36919	-87.99267	42.00578
36920	-87.54574	41.56759
36921	-87.54574	41.56759
36922	-88.66666667	41.25
36924	-87.6316	41.87324
36925	-87.6316	41.87324
36926	-87.6316	41.87324
36927	-87.6316	41.87324
36928	-87.9661	42.28412
36929	-87.9661	42.28412
36930	-89.82594	42.38095
36931	-89.82594	42.38095
36932	-88.28	41.59
36933	-88.28	41.59
36934	-88.28	41.59
36935	-88.28	41.59
36936	-87.9661	42.28412
36937	-87.9661	42.28412
36940	-88.08784	41.79183
36941	-88.08784	41.79183
36942	-88.01503	41.87498
36943	-88.01503	41.87498
36948	-87.8	41.63
36949	-87.72	41.86
36952	-88.60042	42.24794
36953	-88.60042	42.24794
36954	-88.60042	42.24794
36955	-88.60042	42.24794
36957	-88.68791	41.32781
36958	-89.43209	42.04895
36960	-87.73757	41.51107
36961	-87.73757	41.51107
36968	-88.42492	41.23962
36969	-88.42492	41.23962
36970	-87.83588	41.79286
36971	-87.83588	41.79286
36976	-88.29137	42.34069
36977	-88.29137	42.34069
36978	-87.6752	41.87412
36979	-87.6752	41.87412
36981	-89.12016	41.55092
36982	-89.12016	41.55092
36984	-87.8	41.63
36985	-87.8	41.63
36986	-87.72	41.86
36987	-87.72	41.86
36988	-87.8	41.63
36989	-87.8	41.63
36990	-87.8	41.63
36991	-87.8	41.63
36992	-87.8	41.63
36993	-87.8	41.63
36995	-89.03753	40.90365
36998	-88.28	41.59
36999	-88.28	41.59
37000	-88.28	41.59
37001	-88.28	41.59
37002	-87.87576	41.53207
37003	-87.87576	41.53207
37004	-87.87576	41.53207
37005	-87.87576	41.53207
37006	-88.34154	41.72993
37008	-88.34154	41.72993
37009	-88.34154	41.72993
37014	-87.93762	42.06543
37015	-87.93762	42.06543
37018	-88.28	41.59
37019	-88.28	41.59
37020	-88.28	41.59
37021	-88.28	41.59
37022	-88.28	41.59
37023	-88.28	41.59
37024	-88.28	41.59
37025	-88.28	41.59
37026	-88.28	41.59
37027	-88.28	41.59
37029	-88.28	41.59
37031	-88.28	41.59
37033	-88.28	41.59
37034	-87.79077	41.92362
37035	-87.79077	41.92362
37037	-89.60267	41.79558
37038	-89.60267	41.79558
37039	-89.60267	41.79558
37040	-87.98402	41.51875
37041	-87.98402	41.51875
37044	-87.80956	42.02698
37045	-87.80956	42.02698
37046	-87.80956	42.02698
37047	-87.80956	42.02698
37048	-88.08656	41.94893
37049	-88.08656	41.94893
37050	-89.650146	41.561008
37051	-89.650146	41.561008
37053	-87.83174	41.95968
37054	-88.33045	41.80385
37055	-88.33045	41.80385
37060	-87.85932	42.31867
37061	-87.85932	42.31867
37062	-87.83302	42.12973
37063	-87.83302	42.12973
37064	-87.83302	42.12973
37065	-87.83302	42.12973
37066	-89.07	40.84
37067	-89.07	40.84
37070	-87.69784	41.94468
37071	-87.69784	41.94468
37072	-87.69784	41.94468
37073	-87.69784	41.94468
37074	-87.69784	41.94468
37075	-87.69784	41.94468
37076	-89.14	42.12
37078	-89.14	42.12
37079	-89.14	42.12
37080	-87.78952	41.88759
37082	-87.95273	41.83693
37083	-87.95273	41.83693
37085	-89.06462	41.29457
37086	-87.63695	41.89231
37087	-87.63695	41.89231
37088	-88.33267	41.69795
37089	-88.33267	41.69795
37090	-87.80972	42.18273
37091	-87.80972	42.18273
37092	-87.62992	41.8931
37093	-87.62992	41.8931
37094	-87.62992	41.8931
37095	-87.62992	41.8931
37096	-87.85073	41.61048
37097	-87.85073	41.61048
37098	-88.0431	42.11253
37099	-88.0431	42.11253
37100	-87.7972	41.66533
37101	-87.7972	41.66533
37102	-87.68704	41.4823
37103	-87.68704	41.4823
37104	-89.35865	42.30996
37106	-89.06325	42.27032
37107	-89.06325	42.27032
37108	-89.06325	42.27032
37109	-89.06325	42.27032
37110	-88.20413	41.61595
37111	-88.20413	41.61595
37114	-87.72	41.86
37116	-87.72	41.86
37117	-87.72	41.86
37118	-90.027428	42.225422
37119	-90.027428	42.225422
37124	-88.6419	40.87667
37126	-88.13838	42.06458
37127	-88.13838	42.06458
37128	-87.741061	41.948137
37129	-87.741061	41.948137
37130	-87.741061	41.948137
37131	-87.741061	41.948137
37135	-89.67888889	40.545
37136	-87.92482	42.10243
37137	-87.92482	42.10243
37138	-87.92482	42.10243
37139	-87.92482	42.10243
37140	-89.07	40.84
37141	-89.07	40.84
37142	-87.63	41.8525
37143	-87.63	41.8525
37144	-87.63	41.8525
37145	-87.63	41.8525
37148	-87.8	41.63
37149	-87.8	41.63
37150	-87.8	41.63
37151	-87.8	41.63
37152	-87.8	41.63
37153	-87.8	41.63
37154	-87.8	41.63
37155	-87.8	41.63
37158	-87.58245	41.76615
37160	-87.58245	41.76615
37161	-87.58245	41.76615
37162	-87.82618	41.69763
37163	-87.82618	41.69763
37164	-87.58245	41.76615
37165	-87.8	41.63
37166	-89.021071	41.849636
37167	-89.14	42.12
37168	-89.14	42.12
37169	-89.14	42.12
37170	-89.69122	41.77421
37171	-89.69122	41.77421
37172	-88.11831	41.50553
37173	-88.11831	41.50553
37174	-87.6746	41.98673
37175	-87.6746	41.98673
37176	-88.02509	42.07506
37177	-88.02509	42.07506
37178	-88.08636	41.64608
37179	-88.08636	41.64608
37180	-89.06325	42.27032
37181	-89.06325	42.27032
37182	-89.06325	42.27032
37183	-89.06325	42.27032
37186	-87.6746	41.98673
37187	-87.6746	41.98673
37188	-87.6746	41.98673
37189	-87.6746	41.98673
37190	-87.6746	41.98673
37191	-87.6746	41.98673
37194	-88.11042	42.34997
37195	-88.11042	42.34997
37198	-89.06325	42.27032
37199	-89.06325	42.27032
37200	-89.01008	42.33587
37201	-89.01008	42.33587
37202	-89.01008	42.33587
37204	-89.01008	42.33587
37206	-87.54574	41.56759
37207	-87.54574	41.56759
37210	-88.62316	41.64661
37211	-88.62316	41.64661
37216	-87.71117	41.80534
37217	-87.71117	41.80534
37218	-87.7981	41.7698
37219	-87.7981	41.7698
37220	-88.08344	42.03303
37221	-88.08344	42.03303
37222	-88.08344	42.03303
37223	-88.08344	42.03303
37224	-87.6366	41.87836
37225	-87.6366	41.87836
37226	-87.6366	41.87836
37227	-87.6366	41.87836
37229	-88.20244	41.52323
37230	-88.244576	42.23354
37231	-88.244576	42.23354
37232	-87.74001	42.03708
37233	-87.74001	42.03708
37234	-87.74001	42.03708
37235	-87.74001	42.03708
37236	-87.74001	42.03708
37237	-87.74001	42.03708
37238	-87.74001	42.03708
37239	-87.74001	42.03708
37240	-87.74001	42.03708
37241	-87.74001	42.03708
37242	-87.74001	42.03708
37243	-87.74001	42.03708
37244	-87.74001	42.03708
37245	-87.74001	42.03708
37246	-88.29808	41.99633
37247	-88.29808	41.99633
37250	-87.60122	41.59753
37251	-87.60122	41.59753
37253	-89.35865	42.30996
37254	-87.94	42.14
37255	-87.94	42.14
37256	-87.52166667	41.70722222
37257	-87.52166667	41.70722222
37258	-87.63	41.8525
37259	-87.63	41.8525
37260	-87.52166667	41.7075
37261	-87.52166667	41.70722222
37262	-87.52166667	41.7075
37263	-87.52166667	41.7075
37264	-89.69163	41.79826
37267	-89.17818	42.10404
37269	-89.17818	42.10404
37271	-88.83155	41.1253
37276	-88.45892	41.76963
37277	-88.45892	41.76963
37280	-88.08344	42.03303
37281	-88.08344	42.03303
37282	-87.63588	41.86979
37283	-87.63588	41.86979
37287	-87.8	41.63
37288	-87.8	41.63
37289	-87.8	41.63
37290	-87.8	41.63
37291	-87.8	41.63
37292	-87.80048	41.5748
37293	-87.80048	41.5748
37294	-87.80048	41.5748
37295	-87.80048	41.5748
37296	-88.13838	42.06458
37297	-88.13838	42.06458
37298	-87.99267	42.00578
37299	-87.99267	42.00578
37300	-87.8	41.63
37301	-87.8	41.63
37302	-87.8	41.63
37303	-87.8	41.63
37304	-87.8	41.63
37305	-87.8	41.63
37306	-87.8	41.63
37307	-87.8	41.63
37308	-87.64381	41.80338
37314	-87.63969	41.74686
37315	-87.63969	41.74686
37316	-87.61882	41.78157
37317	-87.61882	41.78157
37318	-88.77325	41.76946
37326	-87.86807	42.37092
37327	-87.86807	42.37092
37328	-88.26136	41.95213
37329	-88.26136	41.95213
37332	-89.187002	42.336932
37333	-89.187002	42.336932
37338	-88.2229	41.88992
37339	-88.2229	41.88992
37340	-88.77325	41.76946
37341	-88.752	41.93066
37343	-88.752	41.93066
37344	-88.752	41.93066
37345	-88.752	41.93066
37356	-87.9237	42.13053
37357	-87.9237	42.13053
37358	-88.18627	41.82008
37359	-88.18627	41.82008
37360	-87.6208	41.66337
37361	-87.6208	41.66337
37362	-88.06138889	41.63333333
37363	-88.06138889	41.63333333
37364	-88.06138889	41.63333333
37365	-88.06138889	41.63333333
37366	-87.88251	41.73353
37367	-87.88251	41.73353
37369	-88.11527778	41.25
37370	-88.11042	42.34997
37371	-88.11042	42.34997
37372	-88.260788	41.69585
37373	-88.260788	41.69585
37374	-87.70968	41.44243
37375	-87.70968	41.44243
37376	-88.08784	41.79183
37377	-88.08784	41.79183
37378	-88.43678	42.31067
37380	-87.99481	41.85498
37381	-87.99481	41.85498
37382	-87.99481	41.85498
37383	-87.99481	41.85498
37384	-87.84314	42.45667
37386	-87.63703	41.89157
37387	-87.63703	41.89157
37388	-88.08344	42.03303
37389	-88.08344	42.03303
37391	-87.90102	42.03463
37393	-87.90102	42.03463
37394	-88.18627	41.82008
37395	-88.18627	41.82008
37399	-87.8	41.63
37400	-89.06325	42.27032
37401	-89.06325	42.27032
37402	-89.06325	42.27032
37403	-87.79111	41.84248
37404	-87.79111	41.84248
37405	-87.79111	41.84248
37406	-87.54959	41.61179
37407	-87.54959	41.61179
37408	-87.54959	41.61179
37409	-87.75991	41.84438
37410	-87.75991	41.84438
37411	-87.75991	41.84438
37412	-87.7544	41.86786
37413	-87.7544	41.86786
37414	-87.7544	41.86786
37420	-87.64624	41.90322
37421	-87.64624	41.90322
37422	-87.64624	41.90322
37423	-87.64624	41.90322
37424	-87.62944	41.88364
37425	-87.62944	41.88364
37426	-87.62944	41.88364
37427	-87.62944	41.88364
37428	-87.62944	41.88364
37429	-87.62944	41.88364
37434	-89.092261	42.264554
37435	-87.78104	41.80658
37436	-87.78104	41.80658
37437	-87.78104	41.80658
37438	-89.14	42.12
37439	-89.14	42.12
37440	-89.06325	42.27032
37441	-89.06325	42.27032
37442	-87.75991	41.84438
37443	-87.75991	41.84438
37444	-87.75991	41.84438
37445	-87.64223	41.87136
37446	-87.64223	41.87136
37449	-87.64223	41.87136
37450	-87.64223	41.87136
37451	-87.64223	41.87136
37452	-87.64223	41.87136
37453	-87.64223	41.87136
37454	-87.64223	41.87136
37455	-87.64223	41.87136
37456	-87.64223	41.87136
37457	-87.64223	41.87136
37458	-87.64223	41.87136
37459	-87.64223	41.87136
37460	-87.64223	41.87136
37461	-87.64223	41.87136
37466	-87.65607	41.93242
37467	-87.65607	41.93242
37468	-87.65607	41.93242
37469	-87.65607	41.93242
37470	-87.65607	41.93242
37471	-87.65607	41.93242
37472	-87.65607	41.93242
37473	-87.65607	41.93242
37478	-87.8	41.63
37479	-87.8	41.63
37480	-87.63695	41.89231
37481	-87.63695	41.89231
37482	-87.63695	41.89231
37483	-87.63695	41.89231
37484	-89.06325	42.27032
37485	-87.62863	41.87525
37486	-87.62863	41.87525
37487	-87.62863	41.87525
37488	-87.62863	41.87525
37493	-87.58245	41.76615
37494	-87.58245	41.76615
37495	-87.58245	41.76615
37496	-87.58245	41.76615
37497	-87.58245	41.76615
37498	-87.58245	41.76615
37499	-89.06325	42.27032
37500	-88.08322	41.98048
37501	-88.08322	41.98048
37502	-88.08322	41.98048
37503	-89.06325	42.27032
37504	-89.06325	42.27032
37505	-89.01008	42.33587
37506	-87.72	41.86
37508	-87.65128	41.87294
37509	-87.65128	41.87294
37510	-87.65128	41.87294
37511	-87.65128	41.87294
37512	-87.65128	41.87294
37513	-87.65128	41.87294
37514	-87.65128	41.87294
37515	-87.65128	41.87294
37518	-87.63	41.8525
37519	-87.63	41.8525
37520	-89.092261	42.264554
37521	-88.11527778	41.49305556
37522	-88.13333333	41.25
37523	-88.13333333	41.25
37524	-89.33333333	42.08333333
37525	-89.33333333	42.08333333
37526	-88.35194444	41.35166667
37527	-88.35194444	41.35166667
37528	-88.35194444	41.35166667
37529	-88.35194444	41.35166667
37530	-88.35194444	41.35166667
37533	-87.72277778	41.82944444
37534	-87.72277778	41.82944444
37535	-87.72277778	41.82944444
37536	-88.26666667	41.38333333
37537	-88.26666667	41.38333333
37540	-87.63	41.8525
37541	-88.11527778	41.49305556
37542	-88.12444444	41.495
37543	-88.12444444	41.495
37544	-89.48833333	39.59083333
37545	-89.48833333	39.59083333
37546	-87.63	41.8525
37547	-88.66666667	41.25
37548	-88.66666667	41.25
37549	-89.67888889	40.545
37550	-89.67888889	40.545
37551	-90.30944444	41.72444444
37552	-90.30944444	41.72444444
37553	-87.52166667	41.7075
37554	-87.52166667	41.70722222
37555	-87.81333333	42.38305556
37556	-87.81333333	42.38305556
37557	-87.86807	42.37092
37558	-88.06138889	41.63333333
37559	-88.06138889	41.63333333
37560	-88.06138889	41.63333333
37561	-88.06138889	41.63333333
37562	-87.84314	42.45667
37563	-87.84314	42.45667
37564	-87.61096111	41.50702
37565	-87.63761	41.50993
37566	-87.55725389	41.72461111
37567	-87.55725389	41.72461111
37570	-87.72277778	41.82944444
37571	-87.72277778	41.82944444
37572	-87.72277778	41.82944444
37576	-88.24277778	41.76277778
37577	-88.24277778	41.76277778
37578	-87.63	41.8525
37579	-87.63	41.8525
37582	-88.01503	41.87498
37583	-88.01503	41.87498
37586	-89.04864806	42.21111611
37587	-89.04864806	42.21111611
37590	-87.81333333	42.38305556
37594	-88.11527778	41.49305556
37596	-89.06325	42.27032
37601	-88.08144	41.43139
37606	-88.08144	41.43139
37608	-88.28363	42.09608
37609	-88.28363	42.09608
37610	-87.59375	41.43497
37611	-87.59375	41.43497
37612	-87.59375	41.43497
37613	-87.59375	41.43497
37614	-88.30821	41.485
37615	-88.30821	41.485
37616	-90.29627	41.69315
37617	-88.30821	41.485
37618	-88.30821	41.485
37619	-88.30821	41.485
37620	-89.13218	42.24978
37621	-89.13218	42.24978
37622	-87.72	41.86
37623	-87.72	41.86
37624	-87.72	41.86
37625	-87.72	41.86
37626	-88.30821	41.485
37627	-87.72	41.86
37628	-87.72	41.86
37629	-87.72	41.86
37630	-89.07	40.84
37631	-89.07	40.84
37632	-88.94024	41.79405
37633	-88.23555556	41.81111111
37634	-88.23555556	41.81111111
37635	-87.72	41.86
37637	-88.23555556	41.81111111
37638	-87.68381	41.47339
37639	-87.68381	41.47339
37640	-87.68381	41.47339
37641	-87.68381	41.47339
37642	-87.72	41.86
37643	-87.72	41.86
37644	-88.28803	42.03959
37645	-88.28803	42.03959
37646	-87.59375	41.43497
37647	-87.84626	42.44738
37648	-87.68381	41.47339
37649	-87.59375	41.43497
37650	-87.59375	41.43497
37651	-87.59375	41.43497
37652	-88.2	41.35
37653	-88.2	41.35
37654	-88.2	41.35
37655	-88.30821	41.485
37656	-88.30821	41.485
37657	-88.30821	41.485
37658	-88.30821	41.485
37659	-88.30821	41.485
37660	-88.30821	41.485
37661	-88.30821	41.485
37662	-88.30821	41.485
37663	-88.2	41.35
37664	-88.2	41.35
37665	-88.2	41.35
37673	-87.72	41.86
37674	-87.72	41.86
37675	-87.72	41.86
37676	-87.72	41.86
37677	-87.72	41.86
37678	-87.72	41.86
37679	-87.72	41.86
37680	-87.72	41.86
37681	-87.68381	41.47339
37682	-87.68381	41.47339
37683	-87.68381	41.47339
37684	-87.68381	41.47339
37685	-87.68381	41.47339
37686	-87.68381	41.47339
37687	-88.2	41.35
37688	-88.2	41.35
37689	-88.2	41.35
37690	-88.2	41.35
37691	-88.2	41.35
37692	-88.2	41.35
37693	-88.2	41.35
37694	-88.2	41.35
37695	-88.2	41.35
37696	-88.2	41.35
37697	-88.2	41.35
37698	-88.2	41.35
37700	-89.60267	41.79558
38849	-88.53312	42.7834
39058	-90.36648	42.7834
39119	-90.36648	42.7834
39247	-88.53312	42.7834
39329	-88.53312	42.7834
39362	-88.53312	42.7834
64400	-91.28316	39.16876
64405	-91.28316	39.16876
64411	-91.28316	39.16876
