ampl.tab 1 7
LIN	status	snd_bus	rec_bus	X	V	Pmax	install_cost
32326_32334	installed	32326	32334	0.042400	138	165	0
32328_32334	installed	32328	32334	0.050100	138	142	0
32328_32672	installed	32328	32672	0.440740	138	10000	0
32328_32510	installed	32328	32510	0.003570	138	275	0
32328_32333	installed	32328	32333	0.065100	138	142	0
32328_32336	installed	32328	32336	0.087300	138	174	0
32328_32327	installed	32328	32327	0.030790	345	448	0
32329_32510	installed	32329	32510	0.010330	138	275	0
32329_32341	installed	32329	32341	0.011080	138	174	0
32330_32332	installed	32330	32332	0.051200	138	210	0
32332_32512	installed	32332	32512	0.029300	138	164	0
32333_32512	installed	32333	32512	0.097100	138	142	0
32334_32337	installed	32334	32337	0.078430	138	164	0
32335_32341	installed	32335	32341	0.095460	138	174	0
32342_31289	installed	32342	31289	0.352200	138	47	0
32343_32375	installed	32343	32375	0.054400	138	131	0
32343_32374	installed	32343	32374	0.023300	138	142	0
32344_32380	installed	32344	32380	0.056400	138	164	0
32344_32379	installed	32344	32379	0.015300	138	164	0
32345_32374	installed	32345	32374	0.085190	138	110	0
32345_32376	installed	32345	32376	0.009710	138	131	0
32346_32350	installed	32346	32350	0.006200	345	1297	0
32346_32349	installed	32346	32349	0.006100	345	1297	0
32346_32447	installed	32346	32447	0.011100	345	1297	0
32347_36277	installed	32347	36277	0.000300	345	1315	0
32347_32447	installed	32347	32447	0.000100	345	1374	0
32348_32447	installed	32348	32447	0.024760	345	560	0
32348_32391	installed	32348	32391	0.014410	138	383.2	0
32348_32378	installed	32348	32378	0.033300	138	165	0
32348_32398	installed	32348	32398	0.041300	138	210	0
32348_32347	installed	32348	32347	0.031300	345	448	0
32348_32392	installed	32348	32392	0.011340	138	446.7	0
32349_32356	installed	32349	32356	0.008500	345	1189	0
32349_32351	installed	32349	32351	0.004100	345	657	0
32350_32351	installed	32350	32351	0.004100	345	657	0
32350_32705	installed	32350	32705	0.007930	345	657	0
32353_32371	installed	32353	32371	0.005600	138	277	0
32353_32370	installed	32353	32370	0.002700	138	526	0
32355_32369	installed	32355	32369	0.061600	138	321	0
32356_36348	installed	32356	36348	0.000200	345	1123	0
32357_32359	installed	32357	32359	0.003700	138	330	0
32357_32362	installed	32357	32362	0.061600	138	195	0
32357_32358	installed	32357	32358	0.001400	138	330	0
32357_32356	installed	32357	32356	0.041500	345	448	0
32358_32410	installed	32358	32410	0.064900	138	210	0
32358_32363	installed	32358	32363	0.066400	138	176	0
32359_32362	installed	32359	32362	0.070700	138	156	0
32359_32360	installed	32359	32360	0.048000	138	210	0
32360_32361	installed	32360	32361	0.009100	138	380	0
32361_33305	installed	32361	33305	0.064530	138	287	0
32362_32365	installed	32362	32365	0.006800	138	274	0
32363_32377	installed	32363	32377	0.023800	138	167.3	0
32363_32364	installed	32363	32364	0.008000	138	277	0
32364_32370	installed	32364	32370	0.005100	138	526	0
32364_32365	installed	32364	32365	0.009300	138	330	0
32365_32366	installed	32365	32366	0.002900	138	283	0
32366_32367	installed	32366	32367	0.008900	138	330	0
32367_32368	installed	32367	32368	0.005200	138	330	0
32368_32373	installed	32368	32373	0.017200	138	210	0
32368_32369	installed	32368	32369	0.045000	138	380	0
32371_32372	installed	32371	32372	0.027900	138	250	0
32372_32373	installed	32372	32373	0.009200	138	210	0
32374_32391	installed	32374	32391	0.006650	138	383	0
32374_32389	installed	32374	32389	0.000100	138	329.9	0
32375_32411	installed	32375	32411	0.086400	138	131	0
32376_32476	installed	32376	32476	0.007730	138	164.9	0
32377_32476	installed	32377	32476	0.065170	138	167.3	0
32379_32389	installed	32379	32389	0.013090	138	273.7	0
32380_32381	installed	32380	32381	0.057300	138	164	0
32381_32426	installed	32381	32426	0.105100	138	164	0
32381_36995	installed	32381	36995	0.000100	138	265	0
32382_32704	installed	32382	32704	0.007270	345	657	0
32383_32396	installed	32383	32396	0.006100	138	526	0
32383_32382	installed	32383	32382	0.031100	345	448	0
32384_32397	installed	32384	32397	0.057730	138	210	0
32384_32398	installed	32384	32398	0.043570	138	210	0
32385_32387	installed	32385	32387	0.012200	345	937	0
32386_32395	installed	32386	32395	0.027300	138	390	0
32386_32385	installed	32386	32385	0.036000	345	312	0
32388_32387	installed	32388	32387	0.020020	345	560	0
32388_32394	installed	32388	32394	0.053100	138	283.5	0
32388_32405	installed	32388	32405	0.033100	138	283.5	0
32390_32393	installed	32390	32393	0.044800	138	330	0
32390_32446	installed	32390	32446	0.147200	138	151	0
32390_32401	installed	32390	32401	0.111500	138	180	0
32390_32444	installed	32390	32444	0.138800	138	160	0
32393_32395	installed	32393	32395	0.008900	138	440	0
32394_32402	installed	32394	32402	0.003900	138	283.5	0
32396_32397	installed	32396	32397	0.010100	138	210	0
32396_32399	installed	32396	32399	0.019600	138	501.2	0
32399_32401	installed	32399	32401	0.007800	138	359	0
32400_32403	installed	32400	32403	0.010400	138	283.5	0
32400_32401	installed	32400	32401	0.000100	138	478	0
32403_32405	installed	32403	32405	0.020400	138	283.5	0
32404_32405	installed	32404	32405	0.002470	138	380	0
32407_32417	installed	32407	32417	0.079600	138	330	0
32407_32408	installed	32407	32408	0.092700	138	164	0
32407_32411	installed	32407	32411	0.111700	138	275	0
32408_32409	installed	32408	32409	0.045500	138	164	0
32409_33158	installed	32409	33158	0.060700	138	163	0
32410_33159	installed	32410	33159	0.021400	138	162	0
32411_37135	installed	32411	37135	0.004700	138	168	0
32415_32424	installed	32415	32424	0.111900	138	165	0
32415_32416	installed	32415	32416	0.033800	138	165	0
32416_32417	installed	32416	32417	0.091900	138	277	0
32418_32432	installed	32418	32432	0.058400	138	219.9	0
32418_32419	installed	32418	32419	0.003900	138	157	0
32418_36839	installed	32418	36839	0.002600	138	220	0
32418_32442	installed	32418	32442	0.045800	138	280	0
32418_32420	installed	32418	32420	0.011900	138	194	0
32418_32443	installed	32418	32443	0.111900	138	86	0
32418_32433	installed	32418	32433	0.002800	138	230	0
32419_32434	installed	32419	32434	0.064100	138	157	0
32419_32421	installed	32419	32421	0.396200	138	47	0
32420_32425	installed	32420	32425	0.097300	138	194	0
32420_32421	installed	32420	32421	0.392000	138	47	0
32422_32434	installed	32422	32434	0.067300	138	162	0
32423_32424	installed	32423	32424	0.020300	138	203	0
32423_32434	installed	32423	32434	0.061800	138	157	0
32423_36891	installed	32423	36891	0.000100	138	200	0
32425_33155	installed	32425	33155	0.039300	138	208	0
32425_33156	installed	32425	33156	0.045200	138	194	0
32426_37085	installed	32426	37085	0.000400	138	165	0
32426_32430	installed	32426	32430	0.014600	138	137	0
32426_32435	installed	32426	32435	0.028300	138	90	0
32426_32432	installed	32426	32432	0.000150	138	164.9	0
32426_32428	installed	32426	32428	0.018000	138	164	0
32427_32432	installed	32427	32432	0.065200	138	152	0
32428_32433	installed	32428	32433	0.034300	138	210	0
32428_32429	installed	32428	32429	0.036800	138	210	0
32431_36957	installed	32431	36957	0.027400	138	110	0
32435_32436	installed	32435	32436	0.546700	138	45	0
32435_32437	installed	32435	32437	0.547100	138	45	0
32444_32273	installed	32444	32273	0.021300	138	160	0
32444_32445	installed	32444	32445	0.275600	138	160	0
32446_32273	installed	32446	32273	0.027800	138	151	0
32446_32448	installed	32446	32448	0.291800	138	151	0
32530_32567	installed	32530	32567	0.022970	138	210	0
32567_32568	installed	32567	32568	0.004100	138	210.1	0
32570_32571	installed	32570	32571	0.054950	138	95	0
32600_32603	installed	32600	32603	0.088690	69	10000	0
32600_32601	installed	32600	32601	0.418070	69	10000	0
32600_32416	installed	32600	32416	0.074800	138	114.5	0
32601_32602	installed	32601	32602	0.067990	69	10000	0
32601_32416	installed	32601	32416	0.091800	138	157	0
32602_32415	installed	32602	32415	0.161300	138	68.1	0
32603_32415	installed	32603	32415	0.162600	138	68.1	0
32604_32605	installed	32604	32605	0.302560	34.5	10000	0
32604_32423	installed	32604	32423	0.121400	138	107.4	0
32605_32424	installed	32605	32424	0.195100	138	82.5	0
32606_32607	installed	32606	32607	0.927270	34.5	10000	0
32607_32422	installed	32607	32422	0.302200	138	48.5	0
32608_32610	installed	32608	32610	0.166360	34.5	10000	0
32608_32426	installed	32608	32426	0.199500	138	82.5	0
32609_32610	installed	32609	32610	0.186500	34.5	10000	0
32609_32611	installed	32609	32611	1.014520	34.5	10000	0
32609_32429	installed	32609	32429	0.133400	138	82.5	0
32610_32430	installed	32610	32430	0.163900	138	114	0
32611_32612	installed	32611	32612	0.300070	34.5	10000	0
32611_32427	installed	32611	32427	0.151500	138	122.8	0
32612_32431	installed	32612	32431	0.152400	138	114	0
32613_32614	installed	32613	32614	0.323390	34.5	10000	0
32613_32379	installed	32613	32379	0.127100	138	124.4	0
32613_32615	installed	32613	32615	0.472830	34.5	10000	0
32614_32268	installed	32614	32268	0.177300	138	114.6	0
32614_32615	installed	32614	32615	0.401670	34.5	10000	0
32615_32378	installed	32615	32378	0.117400	138	125	0
32616_32395	installed	32616	32395	0.060100	138	144	0
32617_32618	installed	32617	32618	0.019600	138	145.9	0
32617_32400	installed	32617	32400	0.114300	138	158.1	0
32618_32622	installed	32618	32622	0.092440	69	10000	0
32618_32620	installed	32618	32620	0.133220	69	10000	0
32619_32623	installed	32619	32623	1.083680	69	10000	0
32619_32620	installed	32619	32620	0.038660	69	10000	0
32619_32401	installed	32619	32401	0.085700	138	146.2	0
32620_32622	installed	32620	32622	0.073200	69	10000	0
32622_32404	installed	32622	32404	0.092100	138	157	0
32623_33136	installed	32623	33136	0.000100	34.5	10000	0
32623_32624	installed	32623	32624	0.111200	34.5	10000	0
32624_33134	installed	32624	33134	0.000100	34.5	10000	0
32624_32634	installed	32624	32634	1.125390	34.5	10000	0
32625_33135	installed	32625	33135	0.000100	69	10000	0
32626_32633	installed	32626	32633	0.142410	34.5	10000	0
32626_32627	installed	32626	32627	0.232240	34.5	10000	0
32626_32628	installed	32626	32628	0.158860	34.5	10000	0
32627_32629	installed	32627	32629	0.151130	34.5	10000	0
32627_32633	installed	32627	32633	0.041500	34.5	10000	0
32627_32362	installed	32627	32362	0.172800	138	72.2	0
32628_32629	installed	32628	32629	0.157240	34.5	10000	0
32628_32363	installed	32628	32363	0.202200	138	76	0
32629_32634	installed	32629	32634	0.105580	34.5	10000	0
32629_32364	installed	32629	32364	0.110000	138	123	0
32630_32633	installed	32630	32633	0.079590	34.5	10000	0
32630_32634	installed	32630	32634	0.108920	34.5	10000	0
32630_32364	installed	32630	32364	0.118800	138	134.8	0
32632_32377	installed	32632	32377	0.243400	138	76.6	0
32640_32643	installed	32640	32643	0.286180	34.5	10000	0
32640_32641	installed	32640	32641	0.265050	34.5	10000	0
32641_32649	installed	32641	32649	0.745240	34.5	10000	0
32641_32294	installed	32641	32294	0.261700	138	62	0
32642_32647	installed	32642	32647	0.281530	34.5	10000	0
32642_32279	installed	32642	32279	0.125000	138	136	0
32643_32292	installed	32643	32292	0.194300	138	112	0
32644_32646	installed	32644	32646	0.143530	34.5	10000	0
32644_32660	installed	32644	32660	0.478220	34.5	10000	0
32644_32649	installed	32644	32649	0.467110	34.5	10000	0
32644_32645	installed	32644	32645	0.135550	34.5	10000	0
32645_32309	installed	32645	32309	0.168300	138	113	0
32646_32309	installed	32646	32309	0.166500	138	123	0
32647_32648	installed	32647	32648	0.124930	34.5	10000	0
32647_32299	installed	32647	32299	0.161600	138	108	0
32648_31880	installed	32648	31880	0.319620	34.5	41	0
32648_31881	installed	32648	31881	0.319620	34.5	41	0
32648_32303	installed	32648	32303	0.193500	138	112	0
32649_32279	installed	32649	32279	0.125000	138	136	0
32650_32330	installed	32650	32330	0.248400	138	48	0
32651_32657	installed	32651	32657	0.065800	34.5	10000	0
32651_32331	installed	32651	32331	0.157100	138	96	0
32652_32676	installed	32652	32676	1.696920	69	10000	0
32652_32656	installed	32652	32656	0.916520	34.5	10000	0
32652_32332	installed	32652	32332	0.258100	138	60	0
32653_32654	installed	32653	32654	0.473230	34.5	10000	0
32654_32655	installed	32654	32655	0.635720	34.5	10000	0
32654_32295	installed	32654	32295	0.126400	138	108	0
32655_32657	installed	32655	32657	0.588390	34.5	10000	0
32655_32297	installed	32655	32297	0.191700	138	108	0
32656_32657	installed	32656	32657	0.513080	34.5	10000	0
32656_32330	installed	32656	32330	0.220000	138	69	0
32658_32666	installed	32658	32666	0.608660	34.5	10000	0
32658_32662	installed	32658	32662	0.699860	34.5	10000	0
32658_32530	installed	32658	32530	0.220800	138	76.8	0
32659_32664	installed	32659	32664	0.463560	34.5	10000	0
32659_32666	installed	32659	32666	0.132710	34.5	10000	0
32659_32311	installed	32659	32311	0.201500	138	116	0
32660_32663	installed	32660	32663	0.409260	34.5	10000	0
32660_32666	installed	32660	32666	0.493850	34.5	10000	0
32660_32308	installed	32660	32308	0.208700	138	112	0
32661_32669	installed	32661	32669	0.812980	34.5	10000	0
32661_32322	installed	32661	32322	0.258300	138	62	0
32662_32306	installed	32662	32306	0.218800	138	66	0
32663_32687	installed	32663	32687	0.596950	34.5	10000	0
32663_32674	installed	32663	32674	0.649930	69	10000	0
32664_32687	installed	32664	32687	0.000100	34.5	200	0
32664_32666	installed	32664	32666	0.228260	34.5	10000	0
32664_32307	installed	32664	32307	0.136400	138	112	0
32665_32666	installed	32665	32666	0.228900	34.5	10000	0
32665_32311	installed	32665	32311	0.214800	138	83	0
32666_32568	installed	32666	32568	0.113700	138	124	0
32667_32668	installed	32667	32668	0.594170	34.5	10000	0
32667_32683	installed	32667	32683	0.837850	69	10000	0
32668_32669	installed	32668	32669	0.578880	34.5	10000	0
32668_32319	installed	32668	32319	0.268800	138	48	0
32669_32315	installed	32669	32315	0.525500	138	36	0
32670_32672	installed	32670	32672	0.360140	34.5	10000	0
32671_32672	installed	32671	32672	0.299050	34.5	10000	0
32671_32329	installed	32671	32329	0.266500	138	81	0
32672_32673	installed	32672	32673	0.180840	34.5	10000	0
32673_32329	installed	32673	32329	0.326400	138	81	0
32674_32678	installed	32674	32678	0.420620	69	10000	0
32674_32281	installed	32674	32281	0.179990	138	112	0
32675_32676	installed	32675	32676	0.100440	69	10000	0
32675_32338	installed	32675	32338	0.181400	138	96	0
32676_32677	installed	32676	32677	0.413280	69	10000	0
32676_32686	installed	32676	32686	0.460540	69	10000	0
32677_32650	installed	32677	32650	0.081600	69	48	0
32678_32686	installed	32678	32686	0.077400	69	10000	0
32678_32679	installed	32678	32679	0.104810	69	10000	0
32679_32680	installed	32679	32680	0.068990	69	10000	0
32679_32333	installed	32679	32333	0.220400	138	101	0
32680_32681	installed	32680	32681	0.236740	69	10000	0
32680_32333	installed	32680	32333	0.159800	138	102	0
32681_32684	installed	32681	32684	0.499010	69	10000	0
32681_32683	installed	32681	32683	0.416580	69	10000	0
32681_32334	installed	32681	32334	0.335600	138	70	0
32682_32683	installed	32682	32683	0.350070	69	10000	0
32682_32326	installed	32682	32326	0.169800	138	59	0
32683_32684	installed	32683	32684	0.186890	69	10000	0
32684_31785	installed	32684	31785	0.180700	230	97	0
32685_32686	installed	32685	32686	0.155050	69	10000	0
32685_32336	installed	32685	32336	0.071800	138	141	0
32687_32307	installed	32687	32307	0.179600	138	110	0
32703_32708	installed	32703	32708	0.020000	345	250	0
32703_32705	installed	32703	32705	0.000470	345	1497.5	0
32703_32706	installed	32703	32706	0.020000	345	250	0
32703_32704	installed	32703	32704	0.000470	345	1497.5	0
32703_32707	installed	32703	32707	0.020000	345	250	0
32704_32705	installed	32704	32705	0.000100	345	10000	0
32706_32709	installed	32706	32709	0.100000	345	250	0
32706_32710	installed	32706	32710	0.100000	345	250	0
32707_32712	installed	32707	32712	0.100000	345	250	0
32707_32711	installed	32707	32711	0.100000	345	250	0
32708_32713	installed	32708	32713	0.100000	345	250	0
32708_32714	installed	32708	32714	0.100000	345	250	0
33001_33029	installed	33001	33029	0.182860	69	10000	0
33001_33023	installed	33001	33023	0.884040	69	10000	0
33001_33084	installed	33001	33084	0.135750	69	10000	0
33001_33073	installed	33001	33073	0.037690	69	10000	0
33001_33040	installed	33001	33040	0.538750	69	10000	0
33001_33002	installed	33001	33002	0.054230	69	10000	0
33002_33299	installed	33002	33299	2.581210	138	10000	0
33002_33040	installed	33002	33040	0.135720	69	10000	0
33002_33300	installed	33002	33300	1.804170	138	10000	0
33002_33023	installed	33002	33023	0.074620	69	10000	0
33023_33029	installed	33023	33029	0.019100	69	10000	0
33029_33108	installed	33029	33108	0.050090	69	10000	0
33029_33088	installed	33029	33088	0.513700	69	10000	0
33040_33084	installed	33040	33084	2.703830	69	10000	0
33040_33146	installed	33040	33146	0.061330	138	144	0
33040_33088	installed	33040	33088	1.123750	69	10000	0
33073_33084	installed	33073	33084	0.293800	69	10000	0
33084_33300	installed	33084	33300	1.804170	138	10000	0
33084_33141	installed	33084	33141	0.041040	138	203	0
33088_33155	installed	33088	33155	0.098520	138	129	0
33088_33299	installed	33088	33299	2.581210	138	10000	0
33088_33108	installed	33088	33108	0.238680	69	10000	0
33108_33150	installed	33108	33150	0.098520	138	129	0
33137_36891	installed	33137	36891	0.214500	138	178	0
33137_33150	installed	33137	33150	0.081300	138	234	0
33137_33148	installed	33137	33148	0.017100	138	234	0
33137_33140	installed	33137	33140	0.036900	138	225	0
33137_33147	installed	33137	33147	0.022700	138	192	0
33137_33138	installed	33137	33138	0.008800	138	416	0
33138_33139	installed	33138	33139	0.020300	138	220	0
33139_33156	installed	33139	33156	0.046400	138	163	0
33139_33140	installed	33139	33140	0.002900	138	159	0
33139_33174	installed	33139	33174	0.005800	138	163	0
33141_33175	installed	33141	33175	0.054730	138	181	0
33141_33174	installed	33141	33174	0.046900	138	163	0
33141_33146	installed	33141	33146	0.059100	138	234	0
33141_33143	installed	33141	33143	0.042700	138	225	0
33143_33144	installed	33143	33144	0.039800	138	171	0
33144_33152	installed	33144	33152	0.013500	138	154	0
33147_33148	installed	33147	33148	0.010800	138	234	0
33148_33150	installed	33148	33150	0.064100	138	234	0
33150_33154	installed	33150	33154	0.053600	138	234	0
33150_33151	installed	33150	33151	0.012300	138	234	0
33151_33152	installed	33151	33152	0.009700	138	234	0
33154_33155	installed	33154	33155	0.036100	138	208	0
33157_33175	installed	33157	33175	0.023450	138	181	0
33157_33159	installed	33157	33159	0.051200	138	131	0
33157_33158	installed	33157	33158	0.057300	138	181	0
33158_33307	installed	33158	33307	0.000340	138	287	0
33161_33162	installed	33161	33162	0.016800	345	1247	0
33162_37614	installed	33162	37614	0.055360	345	1129	0
33162_36379	installed	33162	36379	0.004800	345	1195	0
33301_33328	installed	33301	33328	0.086860	69	89	0
33301_33336	installed	33301	33336	0.047220	69	138	0
33301_33302	installed	33301	33302	0.108500	138	90	0
33301_33326	installed	33301	33326	0.044450	69	138	0
33302_33314	installed	33302	33314	0.046310	138	276	0
33302_33307	installed	33302	33307	0.017970	138	373	0
33302_33305	installed	33302	33305	0.019330	138	276	0
33303_33330	installed	33303	33330	0.012500	69	138	0
33303_33338	installed	33303	33338	0.051550	69	186	0
33304_33327	installed	33304	33327	0.062150	69	138	0
33304_33330	installed	33304	33330	0.110610	69	57	0
33304_33318	installed	33304	33318	0.015470	69	138	0
33304_33317	installed	33304	33317	0.018500	69	89	0
33305_33309	installed	33305	33309	0.013070	138	276	0
33305_33307	installed	33305	33307	0.013080	138	276	0
33306_33338	installed	33306	33338	0.049940	69	186	0
33306_33307	installed	33306	33307	0.104600	138	90	0
33306_33320	installed	33306	33320	0.062960	69	138	0
33306_33318	installed	33306	33318	0.041790	69	138	0
33308_33316	installed	33308	33316	0.019400	69	138	0
33308_33309	installed	33308	33309	0.104500	138	90	0
33309_33311	installed	33309	33311	0.021870	138	276	0
33310_33335	installed	33310	33335	0.029500	69	89	0
33310_33319	installed	33310	33319	0.017650	69	138	0
33310_33311	installed	33310	33311	0.110400	138	90	0
33311_33334	installed	33311	33334	0.013350	138	276	0
33312_33332	installed	33312	33332	0.014700	69	139	0
33312_33313	installed	33312	33313	0.105000	138	90	0
33312_33321	installed	33312	33321	0.017900	69	89	0
33313_33314	installed	33313	33314	0.017190	138	276	0
33313_33334	installed	33313	33334	0.016470	138	276	0
33314_33315	installed	33314	33315	0.018710	138	279	0
33316_33317	installed	33316	33317	0.018600	69	89	0
33317_33320	installed	33317	33320	0.012100	69	89	0
33318_33331	installed	33318	33331	0.027500	69	89	0
33319_33322	installed	33319	33322	0.049390	69	89	0
33319_33324	installed	33319	33324	0.029500	69	89	0
33321_33325	installed	33321	33325	0.014700	69	89	0
33322_33327	installed	33322	33327	0.003570	69	138	0
33323_33325	installed	33323	33325	0.010400	69	89	0
33323_33324	installed	33323	33324	0.006800	69	89	0
33324_33332	installed	33324	33332	0.027500	69	89	0
33325_33335	installed	33325	33335	0.014400	69	89	0
33326_33337	installed	33326	33337	0.051690	69	138	0
33328_33333	installed	33328	33333	0.030400	69	89	0
33331_33336	installed	33331	33336	0.028000	69	89	0
33332_33340	installed	33332	33340	0.032240	69	89	0
33333_33340	installed	33333	33340	0.179800	69	89	0
33337_33340	installed	33337	33340	0.025630	69	89	0
33351_33359	installed	33351	33359	0.065940	161	203	0
33351_33389	installed	33351	33389	0.062960	161	218	0
33351_33388	installed	33351	33388	0.062960	161	218	0
33351_33352	installed	33351	33352	0.078290	161	203	0
33352_33353	installed	33352	33353	0.083860	161	203	0
33353_33361	installed	33353	33361	0.047370	161	286	0
33354_33357	installed	33354	33357	0.070140	138	174	0
33356_33361	installed	33356	33361	0.139870	161	56	0
33356_33371	installed	33356	33371	0.385760	69	36	0
33356_33375	installed	33356	33375	0.306450	69	27	0
33358_33360	installed	33358	33360	0.024500	161	224	0
33359_33360	installed	33359	33360	0.074950	161	203	0
33370_33373	installed	33370	33373	0.518670	69	27	0
33370_33355	installed	33370	33355	0.220460	138	56	0
33371_33379	installed	33371	33379	0.494050	69	27	0
33371_33382	installed	33371	33382	0.365410	69	51	0
33373_33381	installed	33373	33381	0.477520	69	36	0
33373_33360	installed	33373	33360	0.143210	161	56	0
33373_33377	installed	33373	33377	0.729980	69	36	0
33375_33383	installed	33375	33383	0.575830	69	27	0
33375_33353	installed	33375	33353	0.228220	161	56	0
33377_33379	installed	33377	33379	0.292980	69	36	0
33377_33382	installed	33377	33382	0.431900	69	51	0
33377_33354	installed	33377	33354	0.102540	138	100.8	0
33379_33357	installed	33379	33357	0.101090	138	94	0
33380_33359	installed	33380	33359	0.103910	161	94	0
33380_33381	installed	33380	33381	0.127810	69	27	0
33381_33382	installed	33381	33382	0.334810	69	51	0
33382_33387	installed	33382	33387	0.256820	69	55	0
33382_33386	installed	33382	33386	0.256820	69	55	0
33382_33385	installed	33382	33385	0.256820	69	1000	0
33382_33383	installed	33382	33383	0.511620	69	27	0
33383_33352	installed	33383	33352	0.162220	161	56	0
33391_33392	installed	33391	33392	0.050600	161	334	0
33391_30832	installed	33391	30832	0.163800	161	83	0
33391_30831	installed	33391	30831	0.161100	161	83	0
33392_33395	installed	33392	33395	0.000520	161	335	0
33392_33393	installed	33392	33393	0.050000	161	557	0
33392_33396	installed	33392	33396	0.000260	161	335	0
33394_33478	installed	33394	33478	0.001520	161	335	0
33394_33396	installed	33394	33396	0.000920	161	335	0
33394_33395	installed	33394	33395	0.001100	161	335	0
33471_33478	installed	33471	33478	0.169850	161	93	0
33472_33478	installed	33472	33478	0.169850	161	93	0
33473_33478	installed	33473	33478	0.169850	161	93	0
33475_33478	installed	33475	33478	0.134610	161	140	0
33481_33392	installed	33481	33392	0.055400	161	185	0
33482_33392	installed	33482	33392	0.055400	161	185	0
33483_33392	installed	33483	33392	0.055400	161	185	0
33484_33391	installed	33484	33391	0.054140	161	210	0
33485_33391	installed	33485	33391	0.054330	161	210	0
33486_33391	installed	33486	33391	0.053810	161	210	0
34036_36382	installed	34036	36382	0.002460	345	1052	0
34036_64405	installed	34036	64405	0.210364	345	10000	0
34036_34045	installed	34036	34045	0.100671	345	10000	0
34036_64400	installed	34036	64400	0.385080	345	10000	0
34045_64400	installed	34045	64400	0.395993	345	10000	0
34045_64405	installed	34045	64405	0.304978	345	10000	0
34045_36773	installed	34045	36773	0.017700	138	215	0
34078_34181	installed	34078	34181	0.496402	161	10000	0
34181_64405	installed	34181	64405	0.394604	345	10000	0
34181_64400	installed	34181	64400	0.793779	345	10000	0
35975_37632	installed	35975	37632	0.000150	345	1000	0
35975_35979	installed	35975	35979	0.023530	345	10000	0
35975_35976	installed	35975	35976	0.023530	345	10000	0
35975_35978	installed	35975	35978	0.023530	345	10000	0
35975_35977	installed	35975	35977	0.023530	345	10000	0
35981_35976	installed	35981	35976	0.176280	13.8	10000	0
35982_35976	installed	35982	35976	0.179070	13.8	10000	0
35983_35977	installed	35983	35977	0.176280	13.8	10000	0
35984_35977	installed	35984	35977	0.179070	13.8	10000	0
35985_35978	installed	35985	35978	0.176280	13.8	10000	0
35986_35978	installed	35986	35978	0.179070	13.8	10000	0
35987_35979	installed	35987	35979	0.176280	13.8	10000	0
35988_35979	installed	35988	35979	0.179070	13.8	10000	0
35990_36053	installed	35990	36053	0.006390	345	10000	0
35990_35999	installed	35990	35999	0.006390	345	10000	0
35990_36004	installed	35990	36004	0.006390	345	10000	0
35990_36415	installed	35990	36415	0.000330	345	10000	0
35990_36000	installed	35990	36000	0.006390	345	10000	0
35991_35999	installed	35991	35999	0.139160	13.8	10000	0
35992_35999	installed	35992	35999	0.139160	13.8	10000	0
35993_36000	installed	35993	36000	0.139160	13.8	10000	0
35994_36000	installed	35994	36000	0.139160	13.8	10000	0
35995_36004	installed	35995	36004	0.139160	13.8	10000	0
35996_36004	installed	35996	36004	0.139160	13.8	10000	0
35997_36053	installed	35997	36053	0.139160	13.8	10000	0
35998_36053	installed	35998	36053	0.139160	13.8	10000	0
36005_37498	installed	36005	37498	0.204000	69	127	0
36005_37497	installed	36005	37497	0.196000	69	127	0
36006_37498	installed	36006	37498	0.163000	69	127	0
36006_37497	installed	36006	37497	0.163000	69	127	0
36007_36521	installed	36007	36521	0.003500	138	480	0
36008_36520	installed	36008	36520	0.002300	138	465	0
36009_36520	installed	36009	36520	0.003200	138	480	0
36010_36521	installed	36010	36521	0.004500	138	465	0
36011_36556	installed	36011	36556	0.004400	138	480	0
36012_37497	installed	36012	37497	0.144700	69	127	0
36012_37498	installed	36012	37498	0.144700	69	127	0
36013_36559	installed	36013	36559	0.000300	138	465	0
36014_36563	installed	36014	36563	0.002000	138	465	0
36015_36558	installed	36015	36558	0.003000	138	465	0
36016_36570	installed	36016	36570	0.002600	138	459	0
36017_36571	installed	36017	36571	0.003300	138	459	0
36018_36599	installed	36018	36599	0.003000	138	465	0
36019_36598	installed	36019	36598	0.002900	138	465	0
36020_36599	installed	36020	36599	0.004200	138	480	0
36021_36291	installed	36021	36291	0.002920	345	1380	0
36022_36641	installed	36022	36641	0.000570	138	480	0
36023_36642	installed	36023	36642	0.004600	138	480	0
36024_36643	installed	36024	36643	0.003700	138	480	0
36025_36640	installed	36025	36640	0.000770	138	480	0
36026_36661	installed	36026	36661	0.004300	138	480	0
36027_36660	installed	36027	36660	0.004300	138	480	0
36028_36679	installed	36028	36679	0.003100	138	465	0
36029_36679	installed	36029	36679	0.003200	138	465	0
36030_36678	installed	36030	36678	0.003290	138	465	0
36031_36678	installed	36031	36678	0.002900	138	465	0
36032_36695	installed	36032	36695	0.004200	138	480	0
36033_36694	installed	36033	36694	0.003400	138	480	0
36034_36558	installed	36034	36558	0.002800	138	480	0
36035_36708	installed	36035	36708	0.003700	138	465	0
36036_36697	installed	36036	36697	0.003900	138	465	0
36037_36709	installed	36037	36709	0.003400	138	465	0
36038_36721	installed	36038	36721	0.003100	138	465	0
36039_36720	installed	36039	36720	0.003500	138	465	0
36040_36721	installed	36040	36721	0.005100	138	465	0
36041_36789	installed	36041	36789	0.002600	138	465	0
